PAYER NAME,STATE NAME,ACRONYM,EXPANSION,Explanation,Coverage Status
L.A. Care Health Plan,California,EXC,Plan Exclusion,Drugs that are excluded from being covered.,Not Covered
L.A. Care Health Plan,California,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
L.A. Care Health Plan,California,M,Maintenance drug ,"Certain drugs fall under the medical benefits rather than pharmacy benefits. These drugs require administration by healthcare professionals in a physician’s office, outpatient hospital or home infusion setting.",Covered with Condition
L.A. Care Health Plan,California,ONC,Oncology Drug,"For oncology indications, authorization request 
is to be reviewed by eviCore ",Covered with Condition
L.A. Care Health Plan,California,RDX,Restricted to Diagnosis," a treatment, service, or procedure is limited to being used only for conditions or cases where a specific diagnosis justifies it. It restricts coverage or approval to situations where the diagnosis clearly supports the medical necessity of the intervention.",Covered with Condition
L.A. Care Health Plan,California,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Liberty Health Advantage,Florida,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Liberty Health Advantage,Florida,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Liberty Health Advantage,Florida,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Liberty Health Advantage,Florida,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Liberty Health Advantage,Florida,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Covered with Condition
Liberty Health Advantage,Florida,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Liberty Health Advantage,Florida,NDS,Non-extended day supply medication. ,This drug is only available for a one-month supply.,Covered with Condition
Liberty Health Advantage,Florida,EX,Excluded Drug,"This prescription drug is not normally covered in a Medicare Prescription Drug Plan. The amount you pay when you fill a prescription for this drug does not count towards your total drug costs (that is, the amount you pay does not help you qualify for catastrophic coverage).",Not Covered
Liberty Health Advantage,Florida,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Liberty Health Advantage,Florida,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Liberty Health Advantage,Florida,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Liberty Health Advantage,Florida,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Liberty Health Advantage,Florida,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Liberty Health Advantage,Florida,Tier 6,Select Care Drugs,"Zero-dollar ($0) cost tier. This tier includes limited drug categories (i.e., certain high blood pressure, high cholesterol, vaccines, and oral diabetic drugs).",Covered with Condition
Lifewise (Regence Lifewise),Washington,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Lifewise (Regence Lifewise),Washington,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Lifewise (Regence Lifewise),Washington,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Lifewise (Regence Lifewise),Washington,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Lifewise (Regence Lifewise),Washington,MB,Medical Benefit," A medical benefit drug is a drug that is not generally self-administered and 
administered by a health care professional. The outpatient prescription drug benefit 
includes FDA approved drugs that are self-administered, commonly oral, or self
injectable drugs, not otherwise excluded from coverage.   
",Covered with Condition
Lifewise (Regence Lifewise),Washington,AGE,Age Requirement,"AGE (Age Requirement) refers to the minimum or maximum age limits set by insurance policies or healthcare plans that determine eligibility for coverage or specific benefits, ensuring treatment or coverage is appropriate for the patient’s age group.",Covered with Condition
Lifewise (Regence Lifewise),Washington,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Lifewise (Regence Lifewise),Washington,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Lifewise (Regence Lifewise),Washington,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Lifewise (Regence Lifewise),Washington,ACA Preventive,Affordable Care Act – Preventive Services,"Refers to the ACA-related requirement where insurers may need approval before covering certain medical services, ensuring treatments meet policy and cost-effectiveness criteria.",Covered with Condition
Lifewise (Regence Lifewise),Washington,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Lifewise (Regence Lifewise),Washington,OCH, oral chemotherapy," There is a maximum limit on the copayment/ coinsurance amount for orally 
administered anti-cancer drugs of no more than $200 per 30-day supply. Please see 
your Summary of Benefits for more detailed information",Covered with Condition
Lifewise (Regence Lifewise),Washington,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Lifewise (Regence Lifewise),Washington,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Lifewise (Regence Lifewise),Washington,HCLV,High-Cost Low Value,"Certain drugs are not covered under your specific plan if a lower cost generic or therapeutic equivalent is available. This is true even if the prescribed medication is listed as covered on your plan's list of covered drugs, sometimes referred to as a ""formulary"".",Covered with Condition
Lifewise (Regence Lifewise),Washington,OPT,Optional Benefits,"Many benefit plans exclude drugs for erectile dysfunction (ED), fertility, and weight management.",Covered with Condition
Lifewise (Regence Lifewise),Washington,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Lifewise (Regence Lifewise),Washington,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Lifewise (Regence Lifewise),Washington,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Lifewise (Regence Lifewise),Washington,NP,Non-Preferred,Non-preferred generic and non-preferred brand Drug name drugs,Covered
Lifewise (Regence Lifewise),Washington,VAC,Vaccine,This vaccine is provided at no cost when used based on recommendations by the Centers for Disease Control and Prevention’s (CDC) Advisory Committee on Immunization Practices (ACIP).,Covered
Lifewise (Regence Lifewise),Washington,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Louisiana Healthcare Connection,Louisiana,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Louisiana Healthcare Connection,Louisiana,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Louisiana Healthcare Connection,Louisiana,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Louisiana Healthcare Connection,Louisiana,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Louisiana Healthcare Connection,Louisiana,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Louisiana Healthcare Connection,Louisiana,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Louisiana Healthcare Connection,Louisiana,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Louisiana Healthcare Connection,Louisiana,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Louisiana Healthcare Connection,Louisiana,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Louisiana Healthcare Connection,Louisiana,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Magnolia health,Mississippi,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
Magnolia health,Mississippi,Tier 1A,Preferred Generic Drugs,Lowest copayment for select drugs that offer the greatest value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier.,Covered
Magnolia health,Mississippi,Tier 1B,Non-Preferred Generic Drugs ,Low copayment for those drugs that offer great value compared to other drugs used to treat similar conditions. Select over-the-counter (OTC) drugs may be covered under this tier,Covered
Magnolia health,Mississippi,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Magnolia health,Mississippi,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Magnolia health,Mississippi,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Magnolia health,Mississippi,AL,Age Limit,"Minimum and maximum age requirements set by an insurance policy or plan that determine when an individual can apply for coverage or renew a policy, often used to manage risk and eligibility.",Covered with Condition
Magnolia health,Mississippi,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Magnolia health,Mississippi,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Magnolia health,Mississippi,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Magnolia health,Mississippi,NF,Non-Formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
Magnolia health,Mississippi,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
Magnolia health,Mississippi,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Magnolia health,Mississippi,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
Magnolia health,Mississippi,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
MAIL HANDLERS BENEFIT PLAN       ,Texas,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,NM,Non-Mail Order Drug,This prescription drug is not available through mail order service.,Not Covered
MAIL HANDLERS BENEFIT PLAN       ,Texas,NDS,Non-extended day supply medication. ,This drug is only available for a one-month supply.,Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
MAIL HANDLERS BENEFIT PLAN       ,Texas,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
MAIL HANDLERS BENEFIT PLAN       ,Texas,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
MAIL HANDLERS BENEFIT PLAN       ,Texas,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Maryland Physicians Care,Maryland,CC,Cost Share Caps,"Drugs with a CC in the requirements/limits column may be subject to a cost cap on the total amount you pay, when purchased through a participating pharmacy.State Specific Cost-Sharing Caps: 
• All insulin - applicable to most ID, OR, UT and 
WA plan participants. 
• Epinephrine autoinjectors - applicable to most 
WA plan participants. 
• Preferred inhaled corticosteroid inhalers 
(including combination products) - applicable 
to most WA plan participants.",Covered
Maryland Physicians Care,Maryland,HC,High cost ,"Refers to medications or treatments that have a significantly higher price, often requiring special coverage considerations or prior authorization.",Covered with Condition
Maryland Physicians Care,Maryland,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Mass General Brigham ,Massachusetts,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Mass General Brigham ,Massachusetts,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Mass General Brigham ,Massachusetts,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Mass General Brigham ,Massachusetts,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Covered with Condition
Mass General Brigham ,Massachusetts,NDS,Non-extended day supply medication. ,This drug is only available for a one-month supply.,Covered with Condition
Mass General Brigham ,Massachusetts,EC,Eligible Charge,"Eligible Charge means the maximum amount your insurance plan will pay for a covered medical service or prescription drug. It is also called the “allowed amount,” “eligible expense,” “payment allowance,” or “negotiated rate",Covered
Mass General Brigham ,Massachusetts,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Mass General Brigham ,Massachusetts,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Mass General Brigham ,Massachusetts,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Mass General Brigham ,Massachusetts,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Mass General Brigham ,Massachusetts,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Mass General Brigham ,Massachusetts,Tier 6,Select Care Drugs,"Zero-dollar ($0) cost tier. This tier includes limited drug categories (i.e., certain high blood pressure, high cholesterol, vaccines, and oral diabetic drugs).",Covered with Condition
McLaren Health Plan,Michigan,"PA 
BvD",Prior Authorization Restriction for Part B vs Part D Determination,"This drug may be eligible for payment under Medicare Part B, or Part D. You (or your provider) may be required to get authorization from us to determine that this drug is covered under Medicare Part D before you fill your prescription for this drug. Without prior approval, we may not cover this drug.",Covered with Condition
McLaren Health Plan,Michigan,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
McLaren Health Plan,Michigan,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
McLaren Health Plan,Michigan,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
McLaren Health Plan,Michigan,"PA 
HRM","Prior Authorization 
Restriction for High 
Risk Medications","High Risk medications that require a prior 
authorization.",Covered with Condition
McLaren Health Plan,Michigan,PA-NSO,Prior Authorization Restriction for New Starts Only ,Prior authorization applies only for new users or members; it does not apply for those already receiving the drug.,Covered with Condition
McLaren Health Plan,Michigan,NDS,Non-extended day supply medication. ,This drug is only available for a one-month supply.,Covered with Condition
McLaren Health Plan,Michigan,HI,Home infusion,This prescription drug may be covered under our medical benefit.,Covered with Condition
McLaren Health Plan,Michigan,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
McLaren Health Plan,Michigan,EX;CB,Excluded Part D Capped Benefit,"This prescription drug is not normally covered in a Medicare Prescription Drug Plan. The amount you pay when you fill a prescription for this drug does not count towards your total drug costs (that is, the amount you pay does not help you qualify for catastrophic coverage).",Not Covered
McLaren Health Plan,Michigan,NM,Non-Mail Order Drug,This prescription drug is not available through mail order service.,Not Covered
McLaren Health Plan,Michigan,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
McLaren Health Plan,Michigan,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
McLaren Health Plan,Michigan,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
McLaren Health Plan,Michigan,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
McLaren Health Plan,Michigan,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
McLaren Health Plan,Michigan,Tier 6,Select Care Drugs,"Zero-dollar ($0) cost tier. This tier includes limited drug categories (i.e., certain high blood pressure, high cholesterol, vaccines, and oral diabetic drugs).",Covered with Condition
Medica,Minnesota,ACA, Affordable Care Act,"Under this health care reform law, if you qualify, you can get your drug at no cost if it is right for your age and condition and used properly.",Covered with Condition
Medica,Minnesota,MAT,Medication Assisted Treatment,Medication Assisted Treatment (MAT) combines FDA-approved medications with counseling and behavioral therapies to treat substance use disorders effectively.,Covered with Condition
Medica,Minnesota,DS,Day Supply,These are drugs that are limited to a 30-day supply on your plan.,Covered with Condition
Medica,Minnesota,B, Part B Medication,"Part B medications are outpatient prescription drugs covered by Medicare Part B. Typically, these are drugs administered by a health care professional in settings like a doctor's office, outpatient clinic, or hospital.",Covered
Medica,Minnesota,G,Generic,You may need to use another recommended drug first before a prescribed drug is covered.,Covered
Medica,Minnesota,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Medica,Minnesota,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Medica,Minnesota,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Medica,Minnesota,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Medica,Minnesota,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Medica,Minnesota,GH,Growth Hormone Benefit,"This type of medicine may have limits on the 
amount you get or may not be covered under all 
plans. Log on to your myHealthPartners account 
and click on My plan benefits on the Medical Plan 
tab to check your benefits for growth hormone.",Covered
Medica,Minnesota,NSA,Non-Sedating Antihistamines,"Coverage limitations may apply to these medications. You should 
refer to your benefit plan document for further information.",Covered with Condition
Medica,Minnesota,ED,Enhanced Drug,"This prescription drug is not normally covered in a Medicare prescription drug plan. The amount you pay when you fill a prescription for this drug does not count towards your total drug costs (that is, the amount you pay does not help you qualify for catastrophic coverage). In addition, if you are receiving extra help to pay for your prescriptions, you will not get any extra help to pay for this drug.",Covered with Condition
Medica,Minnesota,INF,Infertility,Infertility drugs,Covered with Condition
Medica,Minnesota,WT,Weight Loss,"Coverage exclusions may apply to these medications. You should refer to your 
benefit plan document for further information regarding weight loss and/or appetite suppressant coverage. ",Covered with Condition
Medica,Minnesota,V,Vaccine, This vaccine is provided at no cost when used based on recommendations by the Centers for Disease Control and Prevention’s (CDC) Advisory Committee on Immunization Practices (ACIP),Covered
Medica,Minnesota,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Medica,Minnesota,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Medica,Minnesota,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Medica,Minnesota,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Medica,Minnesota,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Medica,North Dakota,ACA, Affordable Care Act,"Under this health care reform law, if you qualify, you can get your drug at no cost if it is right for your age and condition and used properly.",Covered with Condition
Medica,North Dakota,MAT,Medication Assisted Treatment,Medication Assisted Treatment (MAT) combines FDA-approved medications with counseling and behavioral therapies to treat substance use disorders effectively.,Covered with Condition
Medica,North Dakota,DS,Day Supply,These are drugs that are limited to a 30-day supply on your plan.,Covered with Condition
Medica,North Dakota,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Medica,North Dakota,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Medica,North Dakota,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Medica,North Dakota,SP,Specialty Drugs,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
Medica,North Dakota,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Medica,North Dakota,GH,Growth Hormone Benefit,"This type of medicine may have limits on the 
amount you get or may not be covered under all 
plans. Log on to your myHealthPartners account 
and click on My plan benefits on the Medical Plan 
tab to check your benefits for growth hormone.",Covered
Medica,North Dakota,NSA,Non-Sedating Antihistamines,"Coverage limitations may apply to these medications. You should 
refer to your benefit plan document for further information.",Covered with Condition
Medica,North Dakota,ED,Enhanced Drug,"This prescription drug is not normally covered in a Medicare prescription drug plan. The amount you pay when you fill a prescription for this drug does not count towards your total drug costs (that is, the amount you pay does not help you qualify for catastrophic coverage). In addition, if you are receiving extra help to pay for your prescriptions, you will not get any extra help to pay for this drug.",Covered with Condition
Medica,North Dakota,INF,Infertility,Infertility drugs,Covered with Condition
Medica,North Dakota,WT,Weight Loss,"Coverage exclusions may apply to these medications. You should refer to your 
benefit plan document for further information regarding weight loss and/or appetite suppressant coverage. ",Covered with Condition
Medica,North Dakota,V,Vaccine, This vaccine is provided at no cost when used based on recommendations by the Centers for Disease Control and Prevention’s (CDC) Advisory Committee on Immunization Practices (ACIP),Covered
Medica,North Dakota,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Medica,North Dakota,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Medica,North Dakota,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Medica,North Dakota,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Medica,North Dakota,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Medica,Missouri,ACA, Affordable Care Act,"Under this health care reform law, if you qualify, you can get your drug at no cost if it is right for your age and condition and used properly.",Covered with Condition
Medica,Missouri,MAT,Medication Assisted Treatment,Medication Assisted Treatment (MAT) combines FDA-approved medications with counseling and behavioral therapies to treat substance use disorders effectively.,Covered with Condition
Medica,Missouri,DS,Day Supply,These are drugs that are limited to a 30-day supply on your plan.,Covered with Condition
Medica,Missouri,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
